,type,product,date,description,amount,balance
945,Transfer,Current,2025-12-05 19:40:13,Revolut Bank UAB Vilnius Sucursala București,200.0,408.69
946,Card Payment,Current,2025-12-05 22:19:40,Mega Image,-110.77,297.92
947,Card Payment,Current,2025-12-05 16:31:30,MOL,-23.99,273.93
948,Card Payment,Current,2025-12-05 18:35:43,Fast Vending Solution,-4.0,269.93
949,Card Payment,Current,2025-12-05 16:01:31,Fast Vending Solution,-4.0,265.93
950,Transfer,Current,2025-12-07 00:30:47,Revolut Bank UAB Vilnius Sucursala București,24.0,289.93
951,Card Payment,Current,2025-12-05 23:06:35,Spalatorie Auto Alexander,-13.32,276.61
952,Card Payment,Current,2025-12-07 00:31:08,MOL,-56.47,220.14
953,Card Payment,Current,2025-12-06 22:56:47,Gigi Burger,-60.0,160.14
954,Card Payment,Current,2025-12-06 00:11:31,OMV,-40.99,119.15
955,Card Payment,Current,2025-12-06 15:40:46,Profi,-24.0,95.15
956,Card Payment,Current,2025-12-08 21:05:15,Bolt,-10.0,
957,Card Payment,Current,2025-12-08 15:25:49,Trading M2b,-7.0,88.15
958,Card Payment,Current,2025-12-08 21:17:09,Bolt,-14.74,73.41
959,Card Payment,Current,2025-12-08 12:19:34,Simigeria Matei,-7.99,65.42
960,Card Payment,Current,2025-12-09 09:10:52,Fast Vending Solution,-4.0,
961,Card Payment,Current,2025-12-08 08:16:12,Fast Vending Solution,-4.0,61.42
962,Transfer,Current,2025-12-10 07:23:29,Revolut Bank UAB Vilnius Sucursala București,100.0,161.42
963,Transfer,Current,2025-12-10 10:50:01,Revolut Bank UAB Vilnius Sucursala București,-4.0,157.42
964,Card Payment,Current,2025-12-09 09:11:22,Fast Vending Solution,-4.0,153.42
965,Card Payment,Current,2025-12-10 15:59:22,Nova prompt,-6.5,
966,Transfer,Current,2025-12-10 16:29:45,Revolut Bank UAB Vilnius Sucursala București,-40.0,113.42
967,Topup,Current,2025-12-10 22:14:11,Apple Pay top-up by *6660,319.0,432.42
968,Transfer,Current,2025-12-10 22:19:07,Revolut Bank UAB Vilnius Sucursala București,16.0,448.42
969,Transfer,Current,2025-12-10 22:19:12,Revolut Bank UAB Vilnius Sucursala București,4.0,452.42
970,Card Payment,Current,2025-12-10 16:03:38,Trei Amigos Together Srl,-15.0,437.42
971,Card Payment,Current,2025-12-10 15:59:42,Nova prompt,-6.5,430.92
972,Card Payment,Current,2025-12-10 22:31:49,eMAG,-422.72,8.2
973,Card Payment,Current,2025-12-11 17:49:18,Simigeria Matei,-6.99,1.21
974,Topup,Current,2025-12-12 13:07:50,Apple Pay top-up by *6660,130.0,131.21
975,Transfer,Current,2025-12-12 13:08:07,Revolut Bank UAB Vilnius Sucursala București,-51.0,80.21
976,Card Payment,Current,2025-12-12 22:10:31,Froo,-48.0,32.21
977,Transfer,Current,2025-12-13 12:22:09,Revolut Bank UAB Vilnius Sucursala București,-3.0,29.21
978,Card Payment,Current,2025-12-13 14:09:39,Nova prompt,-6.5,22.71
979,Transfer,Current,2025-12-15 17:17:39,Revolut Bank UAB Vilnius Sucursala București,34.0,56.71
980,Transfer,Current,2025-12-15 19:53:28,Revolut Bank UAB Vilnius Sucursala București,-2.2,54.51
981,Topup,Current,2025-12-15 22:17:30,Apple Pay top-up by *6660,575.0,629.51
982,Transfer,Current,2025-12-15 22:17:43,Revolut Bank UAB Vilnius Sucursala București,-575.0,54.51
983,Card Payment,Current,2025-12-15 16:21:05,Ned 2000 Com Impex Srl,-10.0,44.51
984,Card Payment,Current,2025-12-15 15:48:05,Latte Coffee To Go,-6.0,38.51
985,Transfer,Current,2025-12-17 23:37:01,Revolut Bank UAB Vilnius Sucursala București,-32.5,6.01
986,Topup,Current,2025-12-20 14:59:40,Apple Pay top-up by *6405,100.0,106.01
987,Transfer,Current,2025-12-20 14:59:56,Revolut Bank UAB Vilnius Sucursala București,-50.0,56.01
988,Transfer,Current,2025-12-21 03:40:31,Revolut Bank UAB Vilnius Sucursala București,-16.0,40.01
989,Card Payment,Current,2025-12-20 16:56:07,MOL,-23.99,16.02
990,Transfer,Current,2025-12-21 13:24:27,Revolut Bank UAB Vilnius Sucursala București,15.0,31.02
991,Card Payment,Current,2025-12-21 05:21:16,Alex Fresh Food,-6.0,25.02
992,Transfer,Current,2025-12-22 22:32:31,Revolut Bank UAB Vilnius Sucursala București,200.0,225.02
993,Transfer,Current,2025-12-23 11:41:18,Revolut Bank UAB Vilnius Sucursala București,100.0,325.02
994,Transfer,Current,2025-12-23 15:43:30,Revolut Bank UAB Vilnius Sucursala București,6.55,331.57
995,Transfer,Current,2025-12-24 01:30:54,Revolut Bank UAB Vilnius Sucursala București,-28.0,303.57
996,Card Payment,Current,2025-12-23 23:16:52,La Papa Hap,-26.0,277.57
997,Card Payment,Current,2025-12-23 15:42:47,Carrefour,-6.55,271.02
998,Card Payment,Current,2025-12-23 23:52:11,Eventbook,-30.0,241.02
999,Card Payment,Current,2025-12-24 02:04:01,Socului kebap,-41.0,200.02
1000,Card Payment,Current,2025-12-24 15:05:59,Jumbo,-47.43,152.59
1001,Card Payment,Current,2025-12-24 13:47:34,Nala Iris Titan,-100.7,51.89
1002,Transfer,Current,2025-12-26 02:40:39,Revolut Bank UAB Vilnius Sucursala București,-50.0,1.89
1003,Transfer,Current,2025-12-29 23:16:17,Revolut Bank UAB Vilnius Sucursala București,38.0,39.89
1004,Transfer,Current,2025-12-30 11:18:23,Revolut Bank UAB Vilnius Sucursala București,100.0,139.89
1005,Transfer,Current,2025-12-30 15:24:18,International Transfer to Universitatea Nationala de Stiinte si Tehnologie Politehnica Bucuresti,-100.0,39.89
1006,Transfer,Current,2025-12-31 21:43:22,Revolut Bank UAB Vilnius Sucursala București,-31.0,8.89
1007,Transfer,Current,2026-01-11 01:37:53,Revolut Bank UAB Vilnius Sucursala București,15.0,23.89
1008,Transfer,Current,2026-01-11 23:58:45,Revolut Bank UAB Vilnius Sucursala București,100.0,123.89
1009,Transfer,Current,2026-01-12 09:28:37,Revolut Bank UAB Vilnius Sucursala București,-5.0,118.89
1010,Transfer,Current,2026-01-12 09:28:51,Revolut Bank UAB Vilnius Sucursala București,3.0,121.89
1011,Transfer,Current,2026-01-12 09:29:18,Revolut Bank UAB Vilnius Sucursala București,2.0,123.89
1012,Transfer,Current,2026-01-12 09:34:06,Revolut Bank UAB Vilnius Sucursala București,-30.0,93.89
1013,Transfer,Current,2026-01-12 09:35:12,Revolut Bank UAB Vilnius Sucursala București,30.0,123.89
1014,Transfer,Current,2026-01-12 11:34:25,Revolut Bank UAB Vilnius Sucursala București,134.99,258.88
1015,Card Payment,Current,2026-01-12 12:15:46,Mira Romfruct,-35.5,223.38
1016,Card Payment,Current,2026-01-12 16:54:44,Trading M2b,-12.5,210.88
1017,Card Payment,Current,2026-01-12 08:26:49,Trei Amigos Together Srl,-8.0,202.88
1018,Card Payment,Current,2026-01-12 14:48:11,Eur Comtur,-5.0,197.88
1019,Card Payment,Current,2026-01-12 21:23:15,Metrorex,-5.0,192.88
1020,Card Payment,Current,2026-01-13 23:31:43,Mega Image,-44.47,148.41
1021,Transfer,Current,2026-01-14 12:52:49,Balance migration to another region or legal entity,-136.41,12.0
1022,Transfer,Current,2026-01-14 12:52:49,Balance migration to another region or legal entity,136.41,148.41
1023,Card Payment,Current,2026-01-14 09:44:27,Mira Romfruct,-5.0,143.41
1024,Card Payment,Current,2026-01-14 16:11:10,Nova prompt,-6.5,136.91
1025,Card Payment,Current,2026-01-14 11:40:24,Latte Coffee To Go,-7.0,129.91
1026,Card Payment,Current,2026-01-15 15:08:46,Curcubeului Market,-24.0,105.91
1027,Card Payment,Current,2026-01-15 16:02:55,Mira Romfruct,-24.0,81.91
1028,Transfer,Current,2026-01-16 15:30:47,Transfer to Revolut user,-10.0,71.91
1029,Card Payment,Current,2026-01-15 15:27:37,Metrorex,-5.0,66.91
1030,Card Payment,Current,2026-01-15 19:37:02,Metrorex,-5.0,61.91
1031,Transfer,Current,2026-01-16 23:36:27,Transfer from Revolut user,10.0,71.91
1032,Card Payment,Current,2026-01-16 18:03:06,Mega Mall Bucuresti,-3.0,68.91
1033,Transfer,Current,2026-01-18 14:17:50,Transfer from Revolut user,191.0,259.91
1034,Card Payment,Current,2026-01-18 14:55:20,Mega Image,-8.49,251.42
1035,Card Payment,Current,2026-01-18 21:12:29,Smash Me,-98.0,153.42
1036,Card Payment,Current,2026-01-19 12:21:12,Trading M2b,-24.0,129.42
1037,Card Payment,Current,2026-01-19 13:30:03,Trading M2b,-12.5,116.92
1038,Card Payment,Current,2026-01-19 10:07:33,Trei Amigos Together Srl,-13.0,103.92
1039,Card Payment,Current,2026-01-19 16:57:34,PENNY,-11.42,92.5
1040,Card Payment,Current,2026-01-19 07:38:27,Metrorex,-5.0,87.5
1041,Card Payment,Current,2026-01-19 20:52:41,Metrorex,-5.0,82.5
1042,Transfer,Current,2026-01-21 16:48:06,Transfer to Revolut user,-31.0,51.5
1043,Topup,Current,2026-01-22 12:18:46,Payment from ELENA-MIOARA BAIDAN,130.0,181.5
1044,Card Payment,Current,2026-01-21 18:48:28,Gloria Jean's Coffees,-45.0,136.5
1045,Transfer,Current,2026-01-22 19:58:43,Transfer from ALEXANDRA-NICOLETA PALCU,100.0,236.5
1046,Card Payment,Current,2026-01-24 15:36:14,Arabian Taste,-32.0,204.5
1047,Card Payment,Current,2026-01-24 15:30:31,Mega Image,-17.47,187.03
1048,Card Payment,Current,2026-01-25 16:07:05,Curcubeului Market,-24.0,163.03
1049,Transfer,Current,2026-01-27 14:10:37,Transfer from Revolut user,25.01,188.04
1050,Card Payment,Current,2026-01-27 09:25:33,Mega Image,-25.0,163.04
1051,Topup,Current,2026-01-29 11:38:01,Payment from ELENA-MIOARA BAIDAN,130.0,293.04
1052,Transfer,Current,2026-01-29 12:55:33,To Razvan Mihai Pica,-86.0,207.04
1053,Transfer,Current,2026-01-31 12:42:44,Transfer from Revolut user,5.0,212.04
1054,Transfer,Current,2026-01-31 12:57:13,Transfer to Revolut user,-37.0,175.04
1055,Transfer,Current,2026-01-31 19:32:01,Transfer from ALEXANDRA-NICOLETA PALCU,100.0,275.04
1056,Card Payment,Current,2026-01-31 12:42:29,Mega Image,-15.73,259.31
1057,Card Payment,Current,2026-01-31 10:48:30,DMD Coffee & Vending,-3.0,256.31
1058,Topup,Current,2026-02-03 11:35:17,Payment from ELENA-MIOARA BAIDAN,130.0,386.31
1059,Transfer,Current,2026-02-04 15:11:54,Transfer to MARIN STEFAN-CARADEANU,-55.0,331.31
1060,Transfer,Current,2026-02-04 15:53:24,Transfer to Revolut user,-48.5,282.81
1061,Transfer,Current,2026-02-04 17:48:44,Transfer to Revolut user,-20.0,262.81
1062,Topup,Current,2026-02-05 11:48:40,Payment from ELENA-MIOARA BAIDAN,130.0,392.81
1063,Card Payment,Current,2026-02-04 14:59:47,Uni door expert,-39.0,353.81
1064,Card Payment,Current,2026-02-04 10:30:30,Gmn Birotica,-5.0,348.81
1065,Transfer,Current,2026-02-06 23:21:02,Transfer to Revolut user,-23.0,325.81
1066,Transfer,Current,2026-02-07 00:11:56,Transfer to Revolut user,-9.0,316.81
1067,Transfer,Current,2026-02-07 17:55:19,Transfer from ALEXANDRA-NICOLETA PALCU,100.0,416.81
1068,Card Payment,Current,2026-02-07 16:17:05,MM Partners Pub,-3.0,413.81
1069,Card Payment,Current,2026-02-08 00:25:16,MOL,-24.99,388.82
1070,Transfer,Current,2026-02-08 20:53:19,Transfer to Revolut user,-25.0,363.82
1071,Card Payment,Current,2026-02-08 15:15:29,Gloria Jean's Coffees,-21.0,342.82
1072,Transfer,Current,2026-02-09 22:30:40,Transfer to Revolut user,-25.0,317.82
1073,Card Payment,Current,2026-02-09 14:38:07,Arabian Taste,-40.0,277.82
1074,Card Payment,Current,2026-02-07 00:37:35,LUKOIL,-25.0,252.82
1075,Card Payment,Current,2026-02-09 14:33:45,Mega Image,-5.37,247.45
1076,Card Payment,Current,2026-02-09 22:30:01,Mega Image,-12.78,234.67
1077,Card Payment,Current,2026-02-09 09:34:52,MOL,-24.99,209.68
1078,Transfer,Current,2026-02-10 14:25:43,Transfer to Revolut user,-36.0,173.68
1079,Transfer,Current,2026-02-10 17:20:27,Transfer from Revolut user,6.0,179.68
1080,Card Payment,Current,2026-02-10 19:01:12,Froo,-25.0,154.68
1081,Card Payment,Current,2026-02-10 10:59:52,Mega Image,-8.26,146.42
1082,Card Payment,Current,2026-02-10 16:52:47,Mega Image,-22.32,124.1
1083,Transfer,Current,2026-02-11 11:31:00,Transfer to ALEXANDRU-RAZVAN TUDORICA,-80.0,44.1
1084,Card Payment,Current,2026-02-11 15:39:28,Alex Fresh Food,-31.0,13.1
1085,Card Payment,Current,2026-02-11 13:03:21,Mega Image,-10.37,2.73
1086,Transfer,Current,2026-02-14 15:01:50,Transfer from Revolut user,80.0,82.73
1087,Transfer,Current,2026-02-14 17:56:17,Transfer to Revolut user,-20.0,62.73
1088,Transfer,Current,2026-02-14 18:16:19,Transfer from Revolut user,20.0,82.73
1089,Transfer,Current,2026-02-14 21:42:10,Transfer to Revolut user,-20.0,62.73
1090,Transfer,Current,2026-02-16 19:42:03,Transfer to Revolut user,-25.0,37.73
1091,Transfer,Current,2026-02-16 19:42:16,Transfer to MARIN STEFAN-CARADEANU,-20.0,17.73
1092,Topup,Current,2026-02-16 19:47:26,Apple Pay top-up by *6660,60.0,77.73
1093,Transfer,Current,2026-02-16 19:47:37,Transfer to Revolut user,-40.0,37.73
1094,Topup,Current,2026-02-16 21:14:59,Apple Pay top-up by *6660,70.0,107.73
1095,Transfer,Current,2026-02-16 21:15:15,Transfer to Revolut user,-107.73,0.0
1096,Exchange,Current,2026-02-17 17:41:28,Exchanged to RON,84.48,84.48
1097,Transfer,Current,2026-02-17 21:25:08,Transfer from Revolut user,146.0,230.48
1098,Transfer,Current,2026-02-18 11:54:01,Transfer to Revolut user,-100.0,130.48
1099,Transfer,Current,2026-02-19 19:05:05,Transfer from ALEXANDRA-NICOLETA PALCU,100.0,230.48
1100,Transfer,Current,2026-02-19 22:08:49,Transfer from Revolut user,105.0,335.48
1101,Transfer,Current,2026-02-19 23:31:24,Transfer from MARIN STEFAN-CARADEANU,6.0,341.48
1102,Card Payment,Current,2026-02-19 11:11:43,Dr.Max,-6.49,334.99
1103,Card Payment,Current,2026-02-19 22:06:34,Mega Image,-16.47,318.52
1104,Card Payment,Current,2026-02-19 23:30:18,Mega Image,-7.68,310.84
1105,Card Payment,Current,2026-02-21 21:56:50,Mega Image,-34.1,276.74
1106,Transfer,Current,2026-02-22 19:23:48,Transfer from Revolut user,34.0,310.74
1107,Card Payment,Current,2026-02-22 19:24:03,McDonald's,-60.5,250.24
1108,Card Payment,Current,2026-02-23 12:11:13,Trei Amigos Together Srl,-8.0,242.24
1109,Topup,Current,2026-02-24 16:40:32,Payment from ELENA-MIOARA BAIDAN,130.0,372.24
1110,Card Payment,Current,2026-02-23 12:18:37,Facultatea de Automatică şi Calculatoare,-17.0,355.24
1111,Card Payment,Current,2026-02-24 20:54:42,Ponis Trading Srl,-13.0,342.24
1112,Card Payment,Current,2026-02-24 20:22:08,Better Burger Society,-62.0,280.24
1113,Transfer,Current,2026-02-25 14:07:20,Transfer to Revolut user,-20.0,260.24
1114,Transfer,Current,2026-02-25 14:40:40,Transfer from Revolut user,20.0,280.24
1115,Card Payment,Current,2026-02-25 14:36:51,Trading M2b,-25.0,255.24
1116,Card Payment,Current,2026-02-25 21:36:47,Mega Image,-4.19,251.05
1117,Transfer,Current,2026-02-26 16:28:51,Transfer from Revolut user,240.0,491.05
1118,Card Payment,Current,2026-02-25 14:03:49,Facultatea de Automatică şi Calculatoare,-23.0,468.05
1119,Card Payment,Current,2026-02-26 12:40:41,Orient Shaorma,-33.0,435.05
1120,Card Payment,Current,2026-02-26 18:33:17,Lidl,-2.29,432.76
1121,Card Payment,Current,2026-02-26 15:02:24,RomPetrol,-25.0,407.76
1122,Transfer,Current,2026-02-27 19:54:31,Transfer to Revolut user,-7.5,400.26
1123,Transfer,Current,2026-02-27 19:54:51,Transfer to Revolut user,-5.0,395.26
1124,Transfer,Current,2026-02-27 22:52:33,Transfer from Revolut user,50.0,445.26
1125,Transfer,Current,2026-02-28 02:02:10,Transfer from Revolut user,1.45,446.71
1126,Transfer,Current,2026-02-28 02:02:17,Transfer from Revolut user,10.0,456.71
1127,Transfer,Current,2026-02-28 02:02:35,Transfer from Revolut user,9.0,465.71
1128,Transfer,Current,2026-02-28 03:03:55,Transfer to Revolut user,-11.0,454.71
1129,Card Payment,Current,2026-02-27 22:51:50,Mega Image,-101.91,352.8
1130,Card Payment,Current,2026-02-27 14:34:50,Trading M2b,-25.0,327.8
1131,Card Payment,Current,2026-02-27 14:03:14,Trei Amigos Together Srl,-15.0,312.8
1132,Card Payment,Current,2026-02-27 19:00:19,SuperCom Food Service,-37.8,275.0
1133,Card Payment,Current,2026-02-27 14:39:36,Trei Amigos Together Srl,-8.0,267.0
1134,Card Payment,Current,2026-02-28 09:25:24,Mega Image,-8.49,258.51
1135,Card Payment,Current,2026-02-28 09:24:55,Uber,-22.94,235.57
1136,Transfer,Current,2026-03-01 16:28:26,Transfer from ALEXANDRA-NICOLETA PALCU,100.0,335.57
1137,Card Payment,Current,2026-03-01 19:31:03,MOL,-24.99,310.58
1138,Transfer,Current,2026-03-02 10:32:32,Transfer to MARIN STEFAN-CARADEANU,-8.0,302.58
1139,Transfer,Current,2026-03-02 10:57:57,To Remus Rughinis,-10.0,292.58
1140,Transfer,Current,2026-03-02 16:06:14,Transfer to Revolut user,-59.0,233.58
1141,Card Payment,Current,2026-03-02 16:21:05,Simigeria Matei,-7.99,225.59
1142,Card Payment,Current,2026-03-02 21:05:25,Mega Image,-31.5,194.09
1143,Topup,Current,2026-03-03 11:08:57,Payment from ELENA-MIOARA BAIDAN,130.0,324.09
1144,Card Payment,Current,2026-03-02 07:17:19,Metrorex,-5.0,319.09
1145,Card Payment,Current,2026-03-02 16:27:06,Metrorex,-5.0,314.09
1146,Card Payment,Current,2026-03-04 11:41:27,Fast Vending Solution,-4.0,310.09
1147,Card Payment,Current,2026-03-04 09:43:41,Trading M2b,-25.0,285.09
1148,Card Payment,Current,2026-03-04 20:22:34,McDonald's,-10.0,275.09
1149,Card Payment,Current,2026-03-04 14:23:27,Agrolegum Conserv,-29.0,246.09
1150,Card Payment,Current,2026-03-04 16:20:25,Fast Vending Solution,-6.0,240.09
1151,Transfer,Current,2026-03-05 17:25:35,Transfer to Revolut user,-25.0,215.09
1152,Card Payment,Current,2026-03-05 17:04:27,Nova prompt,-6.0,209.09
1153,Card Payment,Current,2026-03-05 17:04:06,Nova prompt,-3.5,205.59
1154,Card Payment,Current,2026-03-05 14:29:36,Fast Vending Solution,-4.0,201.59
1155,Card Payment,Current,2026-03-05 07:19:18,Alecia StilFrutti,-4.5,197.09
1156,Card Payment,Current,2026-03-06 10:39:02,Fast Vending Solution,-6.0,191.09
1157,Card Payment,Current,2026-03-05 12:07:51,Facultatea de Automatică şi Calculatoare,-32.0,159.09
1158,Card Payment,Current,2026-03-07 23:07:58,Mega Image,-15.07,144.02
1159,Card Payment,Current,2026-03-07 23:49:14,Mega Image,-25.0,119.02
1160,Card Payment,Current,2026-03-09 11:27:29,Alecia StilFrutti,-4.5,
1161,Card Payment,Current,2026-03-09 12:26:15,Facultatea de Automatică şi Calculatoare,-12.0,
1162,Card Payment,Current,2026-03-09 12:47:03,Fast Vending Solution,-4.0,
1163,Card Payment,Current,2026-03-09 15:45:50,Megapan,-8.0,
